faction,gameSystem,spellId,name,type,threshold,effect,effectSkirmish,spellbookId
Lust Disciples,grimdark-future,LvpgV,Overpower,0,3,Target enemy unit within 18” takes 1 hit with Blast(12).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Machine Cult,grimdark-future,6SpJk,Critical Aim,1,1,"Target friendly unit within 12"" gets AP(+1) next time it shoots.","Target 2 friendly units within 12"" get AP(+1) next time they shoot.",9dkLH
Machine Cult,grimdark-future,N6ZE8,Solar Beam,0,1,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
Machine Cult,grimdark-future,7ToxY,Steel Body,1,2,"Target 2 friendly units within 12"" get +1 to defense rolls next time they take hits.","Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.",sbSJb
Machine Cult,grimdark-future,QcEzl,Shrapnel,0,2,"Target 2 enemy units within 12"" take 4 hits each.","Target 2 enemy units within 12"" take 2 hits each.",6LaIv
Machine Cult,grimdark-future,97u2H,Corroded Metal,2,3,"Target 2 enemy units within 18"" get -2 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Machine Cult,grimdark-future,CGyt7,Machine Terror,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Orc Marauders,grimdark-future,dm709,Warpath,1,1,"Target 2 friendly units within 12"" get Stealth next time they are shot at.","Target 4 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Orc Marauders,grimdark-future,pMFQu,Crackling Bolt,0,1,Target enemy unit within 18” takes 1 hit with Blast(3).,Target enemy unit within 9” takes 1 hit with Blast(3).,_fl49
Orc Marauders,grimdark-future,bBHHA,Headbang,1,2,"Target 2 friendly units within 12"" get Rending next time they fight in melee.","Target 4 friendly units within 12"" get Rending next time they fight in melee.",Irkg9
Orc Marauders,grimdark-future,u5dTO,Death Bolt,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Orc Marauders,grimdark-future,mfx9y,Teleport,1,3,"Target 3 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
Orc Marauders,grimdark-future,x4Szf,Psychic Vomit,0,3,"Target enemy unit within 12"" takes 6 hits with AP(2).","Target enemy unit within 12"" takes 3 hits with AP(2).",cJZ_-
Plague Disciples,grimdark-future,25-mk,Blessed Virus ,1,1,"Target 2 friendly units within 12"" get Stealth next time they are shot at.","Target 4 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Plague Disciples,grimdark-future,HJaGE,Muscular Atrophy ,0,1,Target enemy unit within 18” takes 1 hit with Blast(3).,Target enemy unit within 9” takes 1 hit with Blast(3).,_fl49
Plague Disciples,grimdark-future,vpWt_,Putrefaction,1,2,"Target 2 friendly units within 12"" get AP(+1) next time they fight in melee.","Target 4 friendly units within 12"" get AP(+1) next time they fight in melee.",gd3uG
Plague Disciples,grimdark-future,ObkSC,Plague Curse,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Plague Disciples,grimdark-future,tczkF,Pestilence,2,3,"Target 2 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Plague Disciples,grimdark-future,do3xe,Rot Wave ,0,3,"Target enemy unit within 12"" takes 6 hits with AP(2).","Target enemy unit within 12"" takes 3 hits with AP(2).",cJZ_-
Prime Brothers,grimdark-future,_TqtK,Blurred Sight,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it shoots.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Prime Brothers,grimdark-future,q7FYs,Psychic Terror,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Prime Brothers,grimdark-future,E2Hc6,Cursed Ground,2,2,"Target 2 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Prime Brothers,grimdark-future,spwoE,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Prime Brothers,grimdark-future,At3dW,Time Passage,1,3,"Target 2 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Prime Brothers,grimdark-future,lpVma,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Ratmen Clans,grimdark-future,MbwfE,Filth,1,1,"Target 2 friendly units within 12"" get Poison next time they fight in melee.","Target 4 friendly units within 12"" get Poison next time they fight in melee.",9aOrY
Ratmen Clans,grimdark-future,Ho2jM,Cracks,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Ratmen Clans,grimdark-future,dpjQe,Sickness,2,2,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Ratmen Clans,grimdark-future,qBXWC,Lightning,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Ratmen Clans,grimdark-future,j1paJ,Frenzy,1,3,"Target 2 friendly units within 12"" move +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Ratmen Clans,grimdark-future,Y18p_,Pestilence,0,3,Target enemy unit within 18” takes 1 hit with Blast(12).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Rebel Guerrillas,grimdark-future,jQz3l,Foresight,1,1,"Target friendly unit within 12"" gets +1 to hit rolls next time it shoots.","Target 2 friendly units within 12"" get +1 to hit rolls next time they shoot.",YrfEc
Rebel Guerrillas,grimdark-future,NHCJb,Flame Breath,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Rebel Guerrillas,grimdark-future,FT9mv,Protective Dome,1,2,"Target 3 friendly units within 12"" get Stealth next time they are shot at.","Target 6 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Rebel Guerrillas,grimdark-future,awfOL,Expel,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Rebel Guerrillas,grimdark-future,hzJMW,Psychic Speed,1,3,"Target 2 friendly units within 12"" move +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Rebel Guerrillas,grimdark-future,0gCXl,Tempest,0,3,Target enemy unit within 18” takes 1 hit with Blast(12).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Robot Legions,grimdark-future,aiS6M,Star Bots,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it fights in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Robot Legions,grimdark-future,0XFYv,Meteor Bots,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Robot Legions,grimdark-future,kdAps,Assault Bots,1,2,"Target 2 friendly units within 12"" move +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Robot Legions,grimdark-future,rFGa0,Thunderbolt Bots,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Robot Legions,grimdark-future,waUF_,Arrow Bots,2,3,"Target 2 enemy units within 18"" get -2 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Robot Legions,grimdark-future,F9cK8,Fire Bots,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Saurian Starhost,grimdark-future,a-Qnk,Scrutiny,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it fights in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Saurian Starhost,grimdark-future,V4SYz,Serpent Egg,0,1,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Saurian Starhost,grimdark-future,a1Oju,Energy Reservoir,1,2,"Target 2 friendly units within 12"" move +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Saurian Starhost,grimdark-future,D1Jcl,Jaguar Pounce,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Saurian Starhost,grimdark-future,fUoPd,Transcend,1,3,"Target 3 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Saurian Starhost,grimdark-future,wuFws,Piranha Swarm,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Soul-Snatcher Cults,grimdark-future,T1VJR,Stimulant,1,1,"Target 2 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Soul-Snatcher Cults,grimdark-future,BeCQb,Mind Poison,0,1,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Soul-Snatcher Cults,grimdark-future,Csg4G,Hypnosis,1,2,"Target 2 friendly units within 12"" get +1 to defense rolls next time they take hits.","Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.",sbSJb
Soul-Snatcher Cults,grimdark-future,ldu3h,Brain Burst,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Soul-Snatcher Cults,grimdark-future,uE-8d,Mind Control,2,3,"Target 2 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Soul-Snatcher Cults,grimdark-future,7Q5yY,Psychic Blaze,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
War Disciples,grimdark-future,WqVYV,Melt Armor,2,1,"Target enemy unit within 18"" gets -1 to defense rolls next time it takes hits.","Target 2 enemy units within 18"" get -1 to defense rolls next time they take hits.",fXthP
War Disciples,grimdark-future,ETqFz,Headchop,0,1,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
War Disciples,grimdark-future,koM0N,Fiery Defense,1,2,"Target 2 friendly units within 12"" get Counter next time they are charged.","Target 4 friendly units within 12"" get Counter next time they are charged.",iX6gb
War Disciples,grimdark-future,EMMnm,Slaughter,0,2,"Target enemy unit within 12"" takes 4 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
War Disciples,grimdark-future,UD96W,Wings of War,1,3,"Target 3 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
War Disciples,grimdark-future,2cJLM,Massacre,0,3,Target enemy unit within 12” takes 12 hits.,Target enemy unit within 12” takes 6 hits.,2R1eh
Watch Brothers,grimdark-future,c19YO,Blurred Sight,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it shoots.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Watch Brothers,grimdark-future,0IRkW,Psychic Terror,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Watch Brothers,grimdark-future,iBpcF,Cursed Ground,2,2,"Target 2 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Watch Brothers,grimdark-future,IiOah,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Watch Brothers,grimdark-future,L_-cl,Time Passage,1,3,"Target 2 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Watch Brothers,grimdark-future,98xBf,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Watch Prime Brothers,grimdark-future,_TqtK,Blurred Sight,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it shoots.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Watch Prime Brothers,grimdark-future,q7FYs,Psychic Terror,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Watch Prime Brothers,grimdark-future,E2Hc6,Cursed Ground,2,2,"Target 2 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Watch Prime Brothers,grimdark-future,spwoE,Cerebral Trauma,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Watch Prime Brothers,grimdark-future,At3dW,Time Passage,1,3,"Target 2 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Watch Prime Brothers,grimdark-future,lpVma,Lightning Fog,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Wolf Brothers,grimdark-future,cRQ5f,Fury,1,1,"Target 2 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Wolf Brothers,grimdark-future,-54rs,Hurricane,0,1,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Wolf Brothers,grimdark-future,JZ9YH,Storm,2,2,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Wolf Brothers,grimdark-future,P3rt3,Thunder,0,2,"Target enemy unit within 12"" takes 4 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
Wolf Brothers,grimdark-future,qgjbe,Wrath,2,3,"Target 2 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Wolf Brothers,grimdark-future,t30HT,Lightning,0,3,"Target enemy model within 12"" takes 3 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
Wolf Prime Brothers,grimdark-future,4MIQI,Fury,1,1,"Target 2 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Wolf Prime Brothers,grimdark-future,uZ1Wb,Hurricane,0,1,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Wolf Prime Brothers,grimdark-future,jXE1H,Storm,2,2,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
